"company","jobType.0","location","positionName","rating","reviewsCount","salary","text_salary","numeric_salary","Python","SQL","Azure"," R ","AWS","Spark","Power BI","Tableau","Java","Excel","Git","HBO","WO","Master","Bachelor","degree1","degree2","experience"
"Lab Digital","Part-time","Utrecht","Senior Frontend development engineer",4.3,4,"","",NA,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,"Master","WO","Senior"
"Ewals Cargo Care","Unknown","Tegelen","Business Analyst IT",3.7,23,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"TenneT","Unknown","Arnhem","Senior Power BI Specialist",3.9,18,"€ 3.879 - € 7.660 per maand","per maand",74772.72,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,"Both","HBO","Senior"
"Ministerie van Defensie","Unknown","Utrecht","Medewerker Management Informatie / Key user SAP",4,481,"€ 4.396 per maand","per maand",56972.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"NCC Group","Full-time","Delft","Technical Account Manager",3.1,67,"","",NA,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Coolgradient","Full-time","Amsterdam","Data Science Lead",NA,NA,"","",NA,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"None","WO","Senior"
"Eaton","Unknown","Hengelo OV","Commercial Finance Leader - Emerging Markets (Location: Europe)",3.7,5468,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Senior"
"MyParcel","Full-time","Hoofddorp","Vacature Data Analist Hoofddorp",3.5,2,"","",NA,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Centraal Bureau voor de Statistiek","Unknown","Heerlen","Data analist bedrijfseconomische statistieken",3.5,37,"€ 3.246 - € 4.868 per maand","per maand",52578.72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"HousingAnywhere","Unknown","Rotterdam","Senior Data Analyst",3.1,7,"","",NA,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"None","HBO","Senior"
"World Fuel Services","Full-time","Amersfoort","Sales Analyst",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"AWI Software","Unknown","Hoofddorp","IT & Application Manager",NA,NA,"€ 4.600 per maand","per maand",59616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"The Data Agency","Full-time","Nieuwegein","EDM: BUSINESS DEVELOPMENT ANALIST",NA,NA,"","",NA,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"ICT Group","Unknown","Nieuwegein","Informatie Analist",3.8,80,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Biyond BV","Unknown","Amersfoort","Medior BI Consultant",4.3,4,"€ 3.800 - € 4.800 per maand","per maand",55728,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Accell Group","Part-time","Apeldoorn","Business Data Analyst - Sales & Marketing",2.9,22,"","",NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"OneXillium","Part-time","Woerden","Data analist",4.2,6,"€ 40.000 per jaar","per jaar",40000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"IT Solutions Worldwide","Full-time","Nederland","SAP BI Consultant",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Medior"
"Accenture","Part-time","Amsterdam","Internship Digital Experience (Commerce)",4,26797,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Internship"
"fizor.","Full-time","Utrecht","Low-Code Developer",NA,NA,"€ 3.500 - € 5.500 per maand","per maand",58320,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Mileway","Unknown","Amsterdam","Group Financial Reporting Analyst Controllership Amsterdam",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Senior"
"Equinix","Full-time","Amsterdam Oost","Senior Financial Analyst",3.7,358,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"Redcare Pharmacy","Unknown","Sevenum","Supply Chain and Operations Analyst (m/w/d)",3.5,15,"","",NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"FTE Groep B.V.","Full-time","Utrecht","Data Analist",4.5,6,"€ 4.000 - € 6.500 per maand","per maand",68040,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,"None","HBO","Medior"
"Renewi","Full-time","Nederland","DevOps Engineer Low code",3.3,128,"","",NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Rabobank","Full-time","Eindhoven","Data Steward Datawarehouse environment",3.9,1426,"€ 3.711 - € 5.300 per maand","per maand",58391.28,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Capturum Software Group","Part-time","Veenendaal","Customerservice 1ste Lijns",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Junior"
"Qquest","Unknown","Utrecht","Business IT traineeship",4.2,5,"€ 2.700 per maand","per maand",34992,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Bachelor","HBO","Junior"
"Avery Dennison","Unknown","Leiden","Finance Analyst",3.8,1325,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Bachelor","WO","Junior"
"Recharge","Full-time","Amsterdam","Senior Risk and Fraud Specialist",5,2,"","",NA,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,"None","WO","Senior"
"Coolblue","Full-time","Rotterdam","Lead Data Analist",3.6,324,"€ 4.150 - € 6.000 per maand","per maand",65772,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Allianz Direct","Full-time","Rotterdam","Data analist",3.8,3192,"","",NA,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,"Master","HBO","Junior"
"Intramed","Part-time","Waddinxveen","Commerciële Business Analist",4.3,8,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Adyen","Unknown","Amsterdam","Data Engineer",2.9,17,"","",NA,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Accenture","Full-time","Amsterdam","Credit Risk Analyst - Risk Consulting",4,26797,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Junior"
"De Volksbank","Full-time","Utrecht","Business developer Sancties",4,30,"€ 3.173,46 - € 4.882,26 per maand","per maand",52201.0656,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Aegon Asset Management","Full-time","Den Haag","Sr Business Intelligence Developer",3.7,470,"","",NA,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,"Bachelor","HBO","Senior"
"Indorama","Unknown","Rotterdam","Technical Analyst for IVIH",3.8,26,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Hoogheemraadschap van Rijnland","Part-time","Leiden","Data Analist",3.7,9,"€ 3.952 - € 5.376 per maand","per maand",60445.44,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,"None","HBO","Medior"
"Careers in Motion","Unknown","Geleen","SAP Business Data Analist",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"None","HBO","Medior"
"Capturum Software Group","Part-time","Veenendaal","Data Analist",NA,NA,"","",NA,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"IntoData","Unknown","Amsterdam","Data Engineer",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Coolblue","Full-time","Rotterdam","Senior Marketing Technology Consultant",3.6,324,"","",NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"De Volksbank","Part-time","Utrecht","Requirements Engineer Telefonie",4,30,"€ 4.107,23 - € 6.318,81 per maand","per maand",67560.7392,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Master","HBO","Medior"
"FareHarbor","Unknown","Amsterdam","Manager, Product Analytics",3.6,10,"","",NA,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,"None","WO","Senior"
"Rabobank","Full-time","Utrecht","Managing Business Architect Data & Analytics",3.9,1426,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Tencent","Full-time","Amsterdam","(Senior) Game Data Analyst",4.3,89,"","",NA,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,"Bachelor","WO","Senior"
"Capgemini","Part-time","Utrecht","Business Consultant Cards & Digital Payments - Financial Services",3.7,10251,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Capgemini","Part-time","Utrecht","Knowledge Graph Consultant",3.7,10251,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"Hiscox","Full-time","Amsterdam","IT Business Analyst / Project Manager Benelux (gn)",3.5,127,"","",NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Medior"
"Wolters Kluwer","Full-time","Hoevelaken","Senior Business Systems Analyst",3.6,1012,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Bachelor","WO","Medior"
"Capgemini","Unknown","Utrecht","Business Analist Insights Driven Business",3.7,10251,"","",NA,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"NS","Unknown","Utrecht","Senior Data Engineer BI – Utrecht",3.9,143,"","",NA,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Capgemini","Part-time","Utrecht","Business Consultant Core Banking & Lending Financial Services",3.7,10251,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Medior"
"Capgemini","Unknown","Utrecht","Senior Data Consultant",3.7,10251,"","",NA,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Stater","Full-time","Amersfoort","System Manager BI",3.1,19,"€ 3.890 - € 4.863 per maand","per maand",56719.44,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,"Both","WO","Senior"
"Centraal Justitieel Incassobureau","Part-time","Leeuwarden","Software Tester",3.8,9,"","",NA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"None","HBO","Medior"
"Mediq Apotheken","Unknown","Utrecht","Business analist procurement",3.6,69,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Medior"
"Adyen","Unknown","Amsterdam","Senior Data Engineer",2.9,17,"","",NA,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"Centraal Justitieel Incassobureau","Part-time","Leeuwarden","Agile Analist",3.8,9,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Bachelor","HBO","Medior"
"VML","Unknown","Amsterdam","Senior Commerce Business Analyst",3.7,63,"Tot € 5.941 per maand","Tot   per maand",76995.36,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"Both","WO","Senior"
"Nederlandse orde van advocaten","Part-time","Den Haag","Functioneel beheerder/data-analist",3.8,4,"€ 3.360 - € 5.559 per maand","per maand",57795.12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Adyen","Full-time","Amsterdam","Senior Java Engineer - Data",2.9,17,"","",NA,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,"None","WO","Senior"
"Capgemini","Unknown","Utrecht","Senior business analist publieke sector",3.7,10251,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"TVM Verzekeringen","Full-time","Hoogeveen","Mendix developer (38 uur)",3.6,5,"€ 4.553 - € 6.505 per maand","per maand",71655.84,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,"None","HBO","Medior"
"SAA Verzekeringen","Part-time","Rotterdam","Business Analist",2.9,17,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Delta-N B.V.","Full-time","Den Haag","Senior Data Consultant",NA,NA,"","",NA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"AWI Software","Unknown","Veenendaal","IT Consultant",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Medior"
"Delta-N B.V.","Full-time","Den Haag","Data Analist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Digital Realty","Full-time","Amsterdam","Finance Analyst",3.5,172,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Junior"
"Henkel","Full-time","Amsterdam","Data Requirement Engineer",3.8,2120,"","",NA,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,"Master","HBO","Senior"
"Vio.com","Unknown","Amsterdam","Senior Data Analyst (Finance)",NA,NA,"","",NA,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,"None","HBO","Senior"
"Vion Foodgroup","Full-time","Boxtel","Business Analyst",3.3,54,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Medior"
"Uber","Full-time","Amsterdam","Cyber Security Assurance Analyst",3.4,4530,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Umbrio","Unknown","Maarssen","Data Analist",NA,NA,"","",NA,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,"None","HBO","Medior"
"STX Group","Unknown","Amsterdam","Emissions Market Analyst",NA,NA,"","",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Senior"
"LOGEX Group B.V.","Unknown","Amsterdam","Project Manager - Real World Data (Dutch Speaking)",3.8,5,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"Both","WO","Junior"
"JACOBS DOUWE EGBERTS","Full-time","Utrecht","Data Insights and Optimization Analyst Intern",4.1,220,"","",NA,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"None","WO","Intern"
"MBE - Netherlands","Full-time","Amsterdam","Regulatory Reporting and data Management Business Analyst",NA,NA,"","",NA,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Creative Fabrica","Unknown","Amsterdam","Analytics Engineer",3.2,6,"","",NA,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,"None","HBO","Medior"
"iO","Unknown","Den Bosch","CRO/CXO Consultant",2,2,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"None","WO","Senior"
"West Coast Supply Group","Unknown","Leiden","Power Platform Developer",NA,NA,"","",NA,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,"Bachelor","WO","Medior"
"De Volksbank","Part-time","Utrecht","Datawarehouse Modelleur/Analist",4,30,"€ 4.107,23 - € 6.318,81 per maand","per maand",67560.7392,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Quooker","Full-time","Ridderkerk","Business analyst - service",4.6,54,"","",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"JLG EMEA B.V.","Full-time","Hoofddorp","IT Business Analyst - Aftermarket",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Medior"
"Kramp GmbH","Unknown","Varsseveld","Warehouse Product Owner",3.5,48,"€ 25 per uur","per uur",51200,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"Stater","Full-time","Amersfoort","Funding Developer",3.1,19,"€ 4.904 - € 6.130 per maand","per maand",71500.32,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,"Both","WO","Medior"
"AMI Kappers","Part-time","Deventer","Junior e-commerce medewerker",3.8,15,"€ 2.000 - € 2.400 per maand","per maand",28512,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Van Mossel Automotive Groep","Full-time","Amsterdam-Zuidoost","Sales Support Analist",2.7,31,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"Validators B.V.","Full-time","Amsterdam Noord","Insight Analyst",NA,NA,"","",NA,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,"None","HBO","Junior"
"WeareBLOX","Full-time","Nijmegen","Business Analist (Product & Experimentatie)",5,3,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"RedVenture","Full-time","Leiden","Junior Integratie Analist/Ontwikkelaar",5,3,"","",NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Rojo Integrations","Full-time","Breukelen","Enterprise Integration Consultant - Breukelen, The Netherlands",NA,NA,"","",NA,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,"Bachelor","WO","Senior"
"Adroit People Ltd.","Full-time","Amsterdam","NLP Analyst",NA,NA,"","",NA,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,"Both","WO","Senior"
"CLEVER°FRANKE","Part-time","Utrecht","Sales Assistant",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Junior"
"The Rent Company","Full-time","Den Bosch","Data Specialist",2.2,5,"€ 3.500 - € 4.500 per maand","per maand",51840,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Fabory","Full-time","Tilburg","Business Analyst",3.8,39,"€ 3.500 - € 4.500 per maand","per maand",51840,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"Delta-N","Unknown","Den Haag","Data Analist",4.8,4,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Medior"
"Koninklijke Gazelle","Full-time","Dieren","Commercieel Data Analist",2.7,9,"€ 3.550 - € 4.050 per maand","per maand",49248,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"None","HBO","Medior"
"SourceMonks","Full-time","Dordrecht","Commercial Controller",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Senior"
"Northpool","Unknown","Leiden","Operations, Data & Analytics (ODA) Specialist",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"ABN AMRO","Unknown","Amsterdam","Medior Business Analyst Data Modeling",4.1,1346,"","",NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"Bachelor","WO","Medior"
"TreviPay","Full-time","Rijswijk","Commercial Credit Risk Analyst II",3.2,62,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"N.V. Juva","Part-time","Poeldijk","Medewerker Datamanagement",NA,NA,"","",NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"Breinstein Detachering","Unknown","Venlo","WO Traineeship Data Analytics omgeving Venlo",4.1,18,"€ 2.700 per maand","per maand",34992,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Junior"
"ABN AMRO","Unknown","Amsterdam","Senior Business Analyst Data Modeling",4.1,1346,"","",NA,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,"Both","WO","Senior"
"SGS","Full-time","Spijkenisse","Allround Fire-Assay Analist (starter - 2 ploegen)",3.5,3129,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"None","WO","Junior"
"Breinstein Detachering","Unknown","Groningen","Junior Data Analist",4.1,18,"€ 2.700 per maand","per maand",34992,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,"Master","HBO","Junior"
"Amac","Full-time","Utrecht","Business Informatie Analist",3.4,24,"","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Sogeti","Unknown","Utrecht","Business Intelligence Analist",3.4,401,"€ 5.000 per maand","per maand",64800,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,"Both","WO","Medior"
"Experis","Full-time","Amsterdam","IT Solutions Architect",3.4,1187,"€ 5.500 - € 7.000 per maand","per maand",81000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Bachelor","WO","Senior"
"MLC","Unknown","Leusden","Data Proces Analist",NA,NA,"€ 3.500 - € 5.500 per maand","per maand",58320,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,"None","HBO","Medior"
"Artefact","Unknown","Utrecht","Data Analyst (m/f/d)",3.8,11,"","",NA,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,"Master","HBO","Not Specified"
"Mars","Full-time","Veghel","Forecasting Analytics Lead",3.8,2282,"","",NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Master","WO","Senior"
"BrightStone Group","Full-time","Randstad","Medior Financieel Analist",4.6,8,"€ 3.250 - € 3.900 per maand","per maand",46332,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Shared","Full-time","Rotterdam","Business Analist",5,4,"€ 3.500 - € 5.000 per maand","per maand",55080,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Unica","Part-time","Hoevelaken","BI Analist",3.8,41,"€ 3.770 - € 5.810 per maand","per maand",62078.4,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,"None","HBO","Senior"
"Erasmus MC","Unknown","Rotterdam","Senior adviseur Innovatie",3.9,88,"Tot € 6.402 per maand","Tot   per maand",82969.92,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Aegon Asset Management","Full-time","Den Haag","Data Analyst - Privacy Focus",3.7,470,"","",NA,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,"Bachelor","HBO","Senior"
"Duvel Moortgat Nederland","Other","Amsterdam","Stagiair(e) Horeca - Business Analyst - Duvel Moortgat Nederland",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Not Specified"
"Sligro","Unknown","Veghel","IT Architect Supply Chain | Sligro | Veghel",3.4,188,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"Both","WO","Senior"
"Good Company","Full-time","Den Haag","Data Analyst",3.8,52,"€ 3.351 - € 4.975 per maand","per maand",53952.48,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,"Master","HBO","Medior"
"People X","Full-time","Arnhem","Data Analytics Traineeship Arnhem",NA,NA,"€ 2.750 - € 3.250 per maand","per maand",38880,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"LOGEX Group B.V.","Unknown","Amsterdam","Junior Customer Support Analyst",3.8,5,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Junior"
"People X","Full-time","Nijmegen","Data Traineeship",NA,NA,"€ 2.750 - € 3.250 per maand","per maand",38880,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Van Dam Datapartners","Unknown","Utrecht","Business Analist",NA,NA,"€ 2.700 - € 6.000 per maand","per maand",56376,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Robeco","Full-time","Rotterdam","Senior Policy & Control Officer",4.2,9,"","",NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"Both","WO","Senior"
"Gradyent","Full-time","Rotterdam","Digital Twin Engineer",NA,NA,"","",NA,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"None","WO","Senior"
"GBS Gearbox Services international","Full-time","Oud-Beijerland","Software Developer",4,5,"€ 3.000 - € 4.500 per maand","per maand",48600,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,"None","WO","Junior"
"The Yuki Company","Full-time","Rotterdam","Product Owner - Team API",NA,NA,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Senior"
"Van Dam Datapartners","Unknown","Utrecht","Data Engineer, -Architect of -Analist",NA,NA,"€ 2.700 - € 6.000 per maand","per maand",56376,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"None","WO","Senior"
"Mondelēz International","Full-time","Breda","Junior Business Analyst",3.9,5801,"","",NA,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Junior"
"People X","Full-time","Nijmegen","Business Analist Traineeship",NA,NA,"€ 2.750 - € 3.250 per maand","per maand",38880,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"Both","HBO","Junior"
"LOGEX Group B.V.","Unknown","Amsterdam","Customer Support Analyst",3.8,5,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"None","WO","Medior"
"paraDIGMA Groep","Unknown","Nieuwegein","Business Intelligence Analist",5,11,"","",NA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Junior"
"Infotopics","Unknown","Oldenzaal","Data Analytics Consultant",NA,NA,"€ 3.500 - € 4.635 per maand","per maand",52714.8,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"None","HBO","Medior"
"Artefact","Unknown","Utrecht","Senior Data Engineering Consultant",3.8,11,"","",NA,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,"Master","WO","Senior"
"Stork","Part-time","Utrecht","Data Analist Inkoop",3.8,191,"€ 3.500 - € 5.200 per maand","per maand",56376,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,"Master","HBO","Medior"
"Talk360","Full-time","Amsterdam","Data Analyst (Hybrid)",NA,NA,"","",NA,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,"None","HBO","Medior"
"Goede Doelen Loterijen","Unknown","Amsterdam","Senior Data Analist",NA,NA,"€ 4.800 - € 6.000 per maand","per maand",69984,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,"Master","WO","Senior"
"Visser & Visser","Part-time","Barneveld","Data-analist",4.6,7,"€ 2.165 - € 3.295 per maand","per maand",35380.8,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,"None","HBO","Junior"
"NS","Unknown","Utrecht","Applicatiebeheerder IAM - Utrecht",3.9,143,"","",NA,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"None","HBO","Medior"
"Delta-N","Unknown","Den Haag","Senior Data Consultant",4.8,4,"","",NA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"None","HBO","Senior"
"Radancy","Unknown","Amsterdam","Information Security Analyst",3.7,184,"","",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"None","WO","Medior"
"Picnic","Unknown","Amsterdam","Product Owner",3.1,503,"","",NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"Master","WO","Medior"
"Yusen Logistics (UK)","Full-time","Amsterdam","Applications Architect",3.3,677,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Master","WO","Senior"
"Aegon Asset Management","Full-time","Den Haag","Data Quality Analyst",3.7,470,"","",NA,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,"Bachelor","HBO","Medior"
"Eraneos","Full-time","Amsterdam-Zuidoost","(Senior) Azure Data Engineer",NA,NA,"","",NA,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,"Both","WO","Senior"
"Adyen","Unknown","Amsterdam","Financial Data Analyst",2.9,17,"","",NA,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,"None","WO","Medior"
"Vaartland.nl","Other","Bergambacht","Data analist",4,3,"","",NA,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,"None","HBO","Junior"
