"company","id","isExpired","jobType","jobType.0","jobType.1","jobType.2","jobType.3","jobType.4","jobType.5","jobType.6","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput.country","searchInput.position","urlInput"
"SourceMonks","88fb2ca8d1bf0e48","false",NA,"Full-time","","","","","","","3316 Dordrecht","Commercial Controller","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:24.836Z","NL","Data Analyst",NA
"Northpool","de8a98dfd35903e8","false",NA,"","","","","","","","2316 Leiden","Operations, Data & Analytics (ODA) Specialist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:25.100Z","NL","Data Analyst",NA
"ABN AMRO","cdfd365c7a7f9af7","false",NA,"","","","","","","","Amsterdam","Medior Business Analyst Data Modeling","30+ dagen geleden",NA,4.1,1346,"","2024-08-09T18:43:25.277Z","NL","Data Analyst",NA
"TreviPay","89313f272e15ce89","false",NA,"Fulltime","","","","","","","Rijswijk","Commercial Credit Risk Analyst II","30+ dagen geleden",NA,3.2,62,"","2024-08-09T18:43:25.429Z","NL","Data Analyst",NA
"N.V. Juva","a372ab39ef07cf46","false",NA,"Parttime","Fulltime","","","","","","2685 Poeldijk","Medewerker Datamanagement","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:25.834Z","NL","Data Analyst",NA
"Breinstein Detachering","82b48039cb91b238","false",NA,"","","","","","","","Venlo","WO Traineeship Data Analytics omgeving Venlo","30+ dagen geleden",NA,4.1,18,"€ 2.700 per maand","2024-08-09T18:43:26.163Z","NL","Data Analyst",NA
"ABN AMRO","c68e08a69449cf4b","false",NA,"","","","","","","","Amsterdam","Senior Business Analyst Data Modeling","30+ dagen geleden",NA,4.1,1346,"","2024-08-09T18:43:26.228Z","NL","Data Analyst",NA
"SGS","0db6283ab84c6756","false",NA,"Fulltime","","","","","","","3208 Spijkenisse","Allround Fire-Assay Analist (starter - 2 ploegen)","30+ dagen geleden",NA,3.5,3129,"","2024-08-09T18:43:26.255Z","NL","Data Analyst",NA
"Breinstein Detachering","3b669676ab3694e0","false",NA,"","","","","","","","Groningen","Junior Data Analist","30+ dagen geleden",NA,4.1,18,"€ 2.700 per maand","2024-08-09T18:43:26.407Z","NL","Data Analyst",NA
"Amac","ed6e4bf1f764cc1a","false",NA,"Fulltime","","","","","","","Utrecht","Business Informatie Analist","30+ dagen geleden",NA,3.4,24,"","2024-08-09T18:43:26.346Z","NL","Data Analyst",NA
"Sogeti","a1f20efe4c7152dc","false",NA,"","","","","","","","Utrecht","Business Intelligence Analist","30+ dagen geleden",NA,3.4,401,"€ 5.000 per maand","2024-08-09T18:43:26.568Z","NL","Data Analyst",NA
"Experis","0820889a71c3870f","false",NA,"Fulltime","","","","","","","Amsterdam","IT Solutions Architect","30+ dagen geleden",NA,3.4,1187,"€ 5.500 - € 7.000 per maand","2024-08-09T18:43:26.814Z","NL","Data Analyst",NA
"MLC","7c83abb15f692378","false",NA,"Bepaalde tijd","","","","","","","3833 Leusden","Data Proces Analist","30+ dagen geleden",NA,NA,NA,"€ 3.500 - € 5.500 per maand","2024-08-09T18:43:27.330Z","NL","Data Analyst",NA
"Artefact","f49ed30ca1f44643","false",NA,"","","","","","","","Utrecht","Data Analyst (m/f/d)","30+ dagen geleden",NA,3.8,11,"","2024-08-09T18:43:27.721Z","NL","Data Analyst",NA
"Mars","e10479b34b60aaa2","false",NA,"Fulltime","","","","","","","5460 Veghel","Forecasting Analytics Lead","30+ dagen geleden",NA,3.8,2282,"","2024-08-09T18:43:27.832Z","NL","Data Analyst",NA
"BrightStone Group","40e0de2568f803eb","false",NA,"Fulltime","","","","","","","Randstad","Medior Financieel Analist","30+ dagen geleden",NA,4.6,8,"€ 3.250 - € 3.900 per maand","2024-08-09T18:43:27.862Z","NL","Data Analyst",NA
"Shared","db1ac3eca60e16c3","false",NA,"Fulltime","","","","","","","3011 Rotterdam","Business Analist","30+ dagen geleden",NA,5,4,"€ 3.500 - € 5.000 per maand","2024-08-09T18:43:28.028Z","NL","Data Analyst",NA
"Unica","48cbe2f9fc46115e","false",NA,"Parttime","Fulltime","","","","","","3871 Hoevelaken","BI Analist","30+ dagen geleden",NA,3.8,41,"€ 3.770 - € 5.810 per maand","2024-08-09T18:43:28.251Z","NL","Data Analyst",NA
"Erasmus MC","d75c1aaf6519e52d","false",NA,"Bepaalde tijd","","","","","","","Rotterdam","Senior adviseur Innovatie","30+ dagen geleden",NA,3.9,88,"Tot € 6.402 per maand","2024-08-09T18:43:28.359Z","NL","Data Analyst",NA
"Aegon Asset Management","ce3eb0c2d7116c16","false",NA,"Fulltime","","","","","","","Den Haag","Data Analyst - Privacy Focus","30+ dagen geleden",NA,3.7,470,"","2024-08-09T18:43:28.431Z","NL","Data Analyst",NA
"Duvel Moortgat Nederland","38c08f43c067b4a6","false",NA,"Stage","","","","","","","1019 Amsterdam","Stagiair(e) Horeca - Business Analyst - Duvel Moortgat Nederland","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:28.629Z","NL","Data Analyst",NA
"Sligro","ae88d5fd121e4101","false",NA,"Uitzicht op vast","","","","","","","5466 Veghel","IT Architect Supply Chain | Sligro | Veghel","30+ dagen geleden",NA,3.4,188,"","2024-08-09T18:43:28.744Z","NL","Data Analyst",NA
"Good Company","40bc2675baf6e4e0","false",NA,"Fulltime","","","","","","","Den Haag","Data Analyst","30+ dagen geleden",NA,3.8,52,"€ 3.351 - € 4.975 per maand","2024-08-09T18:43:29.922Z","NL","Data Analyst",NA
"People X","860375c58803921f","false",NA,"Fulltime","","","","","","","Arnhem","Data Analytics Traineeship Arnhem","30+ dagen geleden",NA,NA,NA,"€ 2.750 - € 3.250 per maand","2024-08-09T18:43:30.142Z","NL","Data Analyst",NA
"LOGEX Group B.V.","2e99c6206bac022b","false",NA,"","","","","","","","1082 Amsterdam","Junior Customer Support Analyst","30+ dagen geleden",NA,3.8,5,"","2024-08-09T18:43:30.275Z","NL","Data Analyst",NA
"People X","f74314db90ffe374","false",NA,"Fulltime","","","","","","","Nijmegen","Data Traineeship","30+ dagen geleden",NA,NA,NA,"€ 2.750 - € 3.250 per maand","2024-08-09T18:43:30.442Z","NL","Data Analyst",NA
"Van Dam Datapartners","60735f56707144bd","false",NA,"","","","","","","","3584 Utrecht","Business Analist","30+ dagen geleden",NA,NA,NA,"€ 2.700 - € 6.000 per maand","2024-08-09T18:43:30.415Z","NL","Data Analyst",NA
"Robeco","5d8d94a61fe744a1","false",NA,"Fulltime","","","","","","","Rotterdam","Senior Policy & Control Officer","30+ dagen geleden",NA,4.2,9,"","2024-08-09T18:43:30.565Z","NL","Data Analyst",NA
"Gradyent","cb1d468c9179e439","false",NA,"Fulltime","","","","","","","Rotterdam","Digital Twin Engineer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:30.666Z","NL","Data Analyst",NA
"GBS Gearbox Services international","9378035752906ba2","false",NA,"Fulltime","","","","","","","Oud-Beijerland","Software Developer","30+ dagen geleden",NA,4,5,"€ 3.000 - € 4.500 per maand","2024-08-09T18:43:30.744Z","NL","Data Analyst",NA
"The Yuki Company","6b0a0ee547819e7a","false",NA,"Fulltime","","","","","","","3072 Rotterdam","Product Owner - Team API","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:30.779Z","NL","Data Analyst",NA
"Van Dam Datapartners","a50d8b9e73e2e541","false",NA,"","","","","","","","3584 Utrecht","Data Engineer, -Architect of -Analist","30+ dagen geleden",NA,NA,NA,"€ 2.700 - € 6.000 per maand","2024-08-09T18:43:30.878Z","NL","Data Analyst",NA
"Mondelēz International","6676e820d4231274","false",NA,"Fulltime","","","","","","","Breda","Junior Business Analyst","30+ dagen geleden",NA,3.9,5801,"","2024-08-09T18:43:30.930Z","NL","Data Analyst",NA
"People X","79f4e4f8f279f628","false",NA,"Fulltime","","","","","","","Nijmegen","Business Analist Traineeship","30+ dagen geleden",NA,NA,NA,"€ 2.750 - € 3.250 per maand","2024-08-09T18:43:31.066Z","NL","Data Analyst",NA
"LOGEX Group B.V.","3cf795cde2661f02","false",NA,"","","","","","","","1082 Amsterdam","Customer Support Analyst","30+ dagen geleden",NA,3.8,5,"","2024-08-09T18:43:31.506Z","NL","Data Analyst",NA
"paraDIGMA Groep","effb252d438fe81a","false",NA,"Net afgestudeerd","","","","","","","Nieuwegein","Business Intelligence Analist","30+ dagen geleden",NA,5,11,"","2024-08-09T18:43:31.659Z","NL","Data Analyst",NA
"Infotopics","c8e1adba02060546","false",NA,"","","","","","","","7575 Oldenzaal","Data Analytics Consultant","30+ dagen geleden",NA,NA,NA,"€ 3.500 - € 4.635 per maand","2024-08-09T18:43:31.745Z","NL","Data Analyst",NA
"Artefact","74694a8e957cb888","false",NA,"","","","","","","","Utrecht","Senior Data Engineering Consultant","30+ dagen geleden",NA,3.8,11,"","2024-08-09T18:43:32.806Z","NL","Data Analyst",NA
"Stork","2ccb56c43edccfd5","false",NA,"Parttime","Fulltime","","","","","","3528 Utrecht","Data Analist Inkoop","30+ dagen geleden",NA,3.8,191,"€ 3.500 - € 5.200 per maand","2024-08-09T18:43:33.069Z","NL","Data Analyst",NA
"Talk360","0d5d3925b7eb8a48","false",NA,"Fulltime","","","","","","","Amsterdam","Data Analyst (Hybrid)","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:33.113Z","NL","Data Analyst",NA
"Goede Doelen Loterijen","a5d87eea79fd434e","false",NA,"","","","","","","","Amsterdam","Senior Data Analist","30+ dagen geleden",NA,NA,NA,"€ 4.800 - € 6.000 per maand","2024-08-09T18:43:33.329Z","NL","Data Analyst",NA
"Visser & Visser","a780aab81260d315","false",NA,"Parttime","Fulltime","","","","","","Barneveld","Data-analist","30+ dagen geleden",NA,4.6,7,"€ 2.165 - € 3.295 per maand","2024-08-09T18:43:33.432Z","NL","Data Analyst",NA
"NS","3abe183b4d2be24a","false",NA,"","","","","","","","3511 Utrecht","Applicatiebeheerder IAM - Utrecht","30+ dagen geleden",NA,3.9,143,"","2024-08-09T18:43:33.507Z","NL","Data Analyst",NA
"Delta-N","d4dd768557c9ac12","false",NA,"","","","","","","","Den Haag","Senior Data Consultant","30+ dagen geleden",NA,4.8,4,"","2024-08-09T18:43:33.758Z","NL","Data Analyst",NA
"Radancy","03939d973925d10c","false",NA,"","","","","","","","Amsterdam","Information Security Analyst","30+ dagen geleden",NA,3.7,184,"","2024-08-09T18:43:33.793Z","NL","Data Analyst",NA
"Picnic","ec2dcf7367fceb42","false",NA,"","","","","","","","Amsterdam","Product Owner","30+ dagen geleden",NA,3.1,503,"","2024-08-09T18:43:34.024Z","NL","Data Analyst",NA
"Yusen Logistics (UK)","0b55307c16e19357","false",NA,"Fulltime","","","","","","","Amsterdam","Applications Architect","30+ dagen geleden",NA,3.3,677,"","2024-08-09T18:43:34.058Z","NL","Data Analyst",NA
"Aegon Asset Management","c1bd3f9148119ca0","false",NA,"Fulltime","","","","","","","Den Haag","Data Quality Analyst","30+ dagen geleden",NA,3.7,470,"","2024-08-09T18:43:34.479Z","NL","Data Analyst",NA
"Eraneos","a264868a0c34cfa1","false",NA,"Fulltime","","","","","","","1101 Amsterdam-Zuidoost","(Senior) Azure Data Engineer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:34.537Z","NL","Data Analyst",NA
"Adyen","c762845b784e4e37","false",NA,"","","","","","","","Amsterdam","Financial Data Analyst","30+ dagen geleden",NA,2.9,17,"","2024-08-09T18:43:35.469Z","NL","Data Analyst",NA
"Vaartland.nl","06b0844ced61cddc","false",NA,"Freelance / zzp","","","","","","","2861 Bergambacht","Data analist","30+ dagen geleden",NA,4,3,"","2024-08-09T18:43:35.994Z","NL","Data Analyst",NA
"Walker & Dunlop","35f1643d4bf4daf8","false",NA,"Fulltime","","","","","","","Thuiswerk","Senior Full-Stack Engineer","30+ dagen geleden",NA,3.9,33,"","2024-08-09T18:43:36.072Z","NL","Data Analyst",NA
"Atos","bb0c67c948db9d4f","false",NA,"Vaste baan","","","","","","","Amstelveen","Junior Business & IT Consultant (DTC)","30+ dagen geleden",NA,3.5,3297,"","2024-08-09T18:43:36.168Z","NL","Data Analyst",NA
"C-Support","c24841291de6035b","false",NA,"Parttime","","","","","","","Den Bosch","Data-analist","30+ dagen geleden",NA,NA,NA,"€ 3.552 - € 5.114 per maand","2024-08-09T18:43:36.379Z","NL","Data Analyst",NA
"Cmotions","bd70a9a991c25396","false",NA,"Fulltime","","","","","","","Bunnik","Talent Program Data & Analytics (start: september 2024)","30+ dagen geleden",NA,NA,NA,"€ 2.750 per maand","2024-08-09T18:43:36.357Z","NL","Data Analyst",NA
"AgroVision","3b8ec718663f127a","false",NA,"","","","","","","","Deventer","App Developer Pigs – DK","30+ dagen geleden",NA,4.4,5,"","2024-08-09T18:43:36.533Z","NL","Data Analyst",NA
"Euronext","7017931722a05994","false",NA,"Fulltime","","","","","","","Rotterdam","Senior .Net Developer","30+ dagen geleden",NA,3.8,15,"","2024-08-09T18:43:36.513Z","NL","Data Analyst",NA
"Picnic","fd04ebe8788cd345","false",NA,"Fulltime","Stage","","","","","","Amsterdam","Business Analyst Intern","30+ dagen geleden",NA,3.1,503,"","2024-08-09T18:43:36.561Z","NL","Data Analyst",NA
"Vrieling","2866b77341966728","false",NA,"Parttime","Fulltime","","","","","","Hardenberg","Business Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:36.724Z","NL","Data Analyst",NA
"Walibi Holland","822cccc032b24bb2","false",NA,"Fulltime","","","","","","","8256 Biddinghuizen","Business Data Analyst","30+ dagen geleden",NA,3.7,187,"€ 3.052,23 - € 3.795,06 per maand","2024-08-09T18:43:36.768Z","NL","Data Analyst",NA
"Rabobank","946105f9881a895b","false",NA,"Fulltime","","","","","","","3521 Utrecht","Technology Business Management Analyst - Finance Analyst","30+ dagen geleden",NA,3.9,1426,"","2024-08-09T18:43:37.273Z","NL","Data Analyst",NA
"Rabobank","ea44ad7a73cb6c05","false",NA,"Fulltime","","","","","","","3511 Utrecht","Senior Business Analyst Tribe Housing","30+ dagen geleden",NA,3.9,1426,"€ 4.068,63 - € 5.811,03 per maand","2024-08-09T18:43:37.511Z","NL","Data Analyst",NA
"Sparkle","afb972c68174fe1d","false",NA,"Fulltime","","","","","","","Noord-Holland","Power BI Consultant","30+ dagen geleden",NA,3.9,38,"","2024-08-09T18:43:37.470Z","NL","Data Analyst",NA
"DXC Technology","38ebbd7442d938b6","false",NA,"Fulltime","","","","","","","Nederland","Senior Software Developer - Dutch Speaker","30+ dagen geleden",NA,3.2,4649,"","2024-08-09T18:43:38.755Z","NL","Data Analyst",NA
"Tiro Partners","6b10ef536272142a","false",NA,"","","","","","","","Utrecht","Head of Data Engineering","30+ dagen geleden",NA,NA,NA,"€ 100.000 - € 120.000 per jaar","2024-08-09T18:43:40.185Z","NL","Data Analyst",NA
"CLdN Cargo","305a2d8f26a4686c","false",NA,"Fulltime","Freelance / zzp","","","","","","Nederland","Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:40.271Z","NL","Data Analyst",NA
"Omniboost","46387ad4aef095f5","false",NA,"","","","","","","","4538 Terneuzen","Software Developer (Golang and/or Python)","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:40.429Z","NL","Data Analyst",NA
"Rabobank","79ec836c52f2f993","false",NA,"Fulltime","","","","","","","3521 Utrecht","FEC Analyst – FEC Service Center Corporate Wholesale","30+ dagen geleden",NA,3.9,1426,"","2024-08-09T18:43:40.467Z","NL","Data Analyst",NA
"Tiro Partners","624713bcaf7b8402","false",NA,"","","","","","","","Amsterdam","Data Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:40.558Z","NL","Data Analyst",NA
"Belastingdienst","6f7a9478066f5e4e","false",NA,"Parttime","","","","","","","7314 Apeldoorn","Procesontwerper","30+ dagen geleden",NA,3.6,223,"€ 4.024 - € 6.110 per maand","2024-08-09T18:43:40.803Z","NL","Data Analyst",NA
"Aviko","7676f96a04f29205","false",NA,"","","","","","","","Steenderen","Data Analyst","30+ dagen geleden",NA,3.7,32,"","2024-08-09T18:43:40.979Z","NL","Data Analyst",NA
"Atos","acd94a2ed1f94c19","false",NA,"","","","","","","","Amstelveen","BUSINESS ANALYST","30+ dagen geleden",NA,3.5,3297,"","2024-08-09T18:43:41.349Z","NL","Data Analyst",NA
"Ordina","a19a4aa529c0e6af","false",NA,"Fulltime","","","","","","","Groningen","IT Projectmanager","30+ dagen geleden",NA,3.6,28,"","2024-08-09T18:43:41.770Z","NL","Data Analyst",NA
"Tiro Partners","94792c2aa2b75d01","false",NA,"","","","","","","","Amsterdam","GeoData Specialist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:41.964Z","NL","Data Analyst",NA
"Kramp GmbH","55daf8639943e926","false",NA,"","","","","","","","Utrecht","Product Analyst","30+ dagen geleden",NA,3.5,48,"","2024-08-09T18:43:42.001Z","NL","Data Analyst",NA
"Stater","acc5b6b191463830","false",NA,"Fulltime","","","","","","","Amersfoort","Mender: BI en Datawarehouse specialist","30+ dagen geleden",NA,3.1,19,"","2024-08-09T18:43:42.059Z","NL","Data Analyst",NA
"Veneficus B.V.","62178637a095ecab","false",NA,"Fulltime","","","","","","","Rotterdam","Junior Data Analist","30+ dagen geleden",NA,NA,NA,"€ 2.600 - € 3.000 per maand","2024-08-09T18:43:42.475Z","NL","Data Analyst",NA
"STX Group","ad50224ac766e7f3","false",NA,"","","","","","","","Amsterdam","Senior Credit Risk Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:43.237Z","NL","Data Analyst",NA
"Veneficus B.V.","361aae1afe0bb595","false",NA,"Fulltime","","","","","","","Rotterdam","Senior Data Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:43.319Z","NL","Data Analyst",NA
"Action","976f1bff34392cd4","false",NA,"","","","","","","","Zwaagdijk-Oost","Data Scientist (Supply Chain)","30+ dagen geleden",NA,2.9,2040,"","2024-08-09T18:43:43.353Z","NL","Data Analyst",NA
"Joulz","46875953921ccafc","false",NA,"","","","","","","","Delft","Coördinator Data Analist","30+ dagen geleden",NA,3.6,10,"€ 4.411 - € 6.145 per maand","2024-08-09T18:43:43.683Z","NL","Data Analyst",NA
"Source Up","840afcd903148bd4","false",NA,"Vaste baan","","","","","","","Amsterdam","Senior KYC Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:43.858Z","NL","Data Analyst",NA
"Limbeek personeelsdiensten","7a8a4fc03823b987","false",NA,"Parttime","Fulltime","","","","","","Doetinchem","( junior ) Bedrijfskundige / Analist","30+ dagen geleden",NA,4,4,"","2024-08-09T18:43:44.048Z","NL","Data Analyst",NA
"Deltics","644baebb6ea51682","false",NA,"Uitzicht op vast","Fulltime","Part-time mogelijk","","","","","7556 Hengelo OV","Cybersecurity Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:44.119Z","NL","Data Analyst",NA
"Veneficus B.V.","7128289ec1bf3de3","false",NA,"Fulltime","","","","","","","Rotterdam","Business Analist","30+ dagen geleden",NA,NA,NA,"€ 3.600 - € 4.500 per maand","2024-08-09T18:43:44.076Z","NL","Data Analyst",NA
"Atos","04186157c3b1f25d","false",NA,"","","","","","","","Amstelveen","SOC Analyst Tier 2","30+ dagen geleden",NA,3.5,3297,"","2024-08-09T18:43:44.171Z","NL","Data Analyst",NA
"Stitchd","3899232891f8c4ad","false",NA,"","","","","","","","Amsterdam","Data Analyst","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:44.251Z","NL","Data Analyst",NA
"Archer Daniels Midland Company","a5b363861c8250dd","false",NA,"","","","","","","","Amsterdam","SAP Support PPds Analyst","30+ dagen geleden",NA,3.5,1599,"","2024-08-09T18:43:44.446Z","NL","Data Analyst",NA
"Colosseus","3f79ec0c4b50b4e3","false",NA,"","","","","","","","De Meern","Data analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:44.466Z","NL","Data Analyst",NA
"fizor.","09ca12bb87f2a8bd","false",NA,"Fulltime","","","","","","","3584 Utrecht","Senior Business Analyst","30+ dagen geleden",NA,NA,NA,"€ 4.500 - € 6.000 per maand","2024-08-09T18:43:44.657Z","NL","Data Analyst",NA
"NIBC","4043cac09f1cc000","false",NA,"Fulltime","","","","","","","Den Haag","Business Analyst IAM","30+ dagen geleden",NA,3.7,3,"","2024-08-09T18:43:44.775Z","NL","Data Analyst",NA
"Stitchd","bf3dad268a770b9f","false",NA,"","","","","","","","Eindhoven","Data Scientist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:46.969Z","NL","Data Analyst",NA
"TopMondzorg","696d2a0cdf00603a","false",NA,"","","","","","","","Hilversum","Junior Business Analist","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:43:46.947Z","NL","Data Analyst",NA
"Aegon Asset Management","d30093a7f417f851","false",NA,"Fulltime","","","","","","","Den Haag","Lead Developer","30+ dagen geleden",NA,3.7,470,"","2024-08-09T18:43:48.442Z","NL","Data Analyst",NA
"Q-Support","229a0d273eccaaf1","false",NA,"Parttime","","","","","","","5237 Den Bosch","Data-analist | 32 uur per week","30+ dagen geleden",NA,NA,NA,"€ 3.552 - € 5.114 per maand","2024-08-09T18:43:48.570Z","NL","Data Analyst",NA
"USP Marketing Consultancy BV","fb4c577dd39c7f8d","false",NA,"Parttime","","","","","","","Rotterdam","Telefonisch Marktonderzoeker Thuiswerk €15,40","30+ dagen geleden",NA,3.4,27,"","2024-08-09T18:43:50.635Z","NL","Data Analyst",NA
